56899	1785522943-KTP2	292	1	31	22	8	2	0	5118	6
56900	1785522943-KTP2	299	1	21	19	2	1	0	3565	1
56901	1785522943-KTP2	300	1	28	28	4	0	0	4351	3
56902	1785522943-KTP2	301	1	25	27	4	1	0	3963	7
56903	1785522943-KTP2	307	1	26	34	7	1	0	4013	5
56904	1785522943-KTP2	314	1	23	17	5	0	0	3813	7
56905	1785522943-KTP2	320	1	30	20	1	1	0	3875	6
56906	1785522943-KTP2	322	1	23	23	4	0	0	4497	7
56907	1785522943-KTP2	337	1	26	30	1	1	0	3918	4
56908	1785522943-KTP2	338	1	36	25	1	0	0	5127	7
56909	1785522943-KTP2	344	1	17	30	1	0	0	2465	5
56910	1785522943-KTP2	345	1	18	29	8	0	0	2774	4
56914	1785522943-KTP2	292	2	21	26	6	0	0	3253	5
56915	1785522943-KTP2	299	2	25	18	1	0	0	3259	4
56916	1785522943-KTP2	300	2	32	22	4	1	0	4823	5
56917	1785522943-KTP2	301	2	20	34	2	1	0	3101	5
56918	1785522943-KTP2	307	2	19	31	5	0	0	3631	9
56919	1785522943-KTP2	314	2	24	17	4	0	0	4251	9
56920	1785522943-KTP2	320	2	27	25	4	0	0	4084	2
56921	1785522943-KTP2	322	2	26	26	2	0	0	3984	5
56922	1785522943-KTP2	337	2	31	24	3	0	0	4502	9
56923	1785522943-KTP2	338	2	37	24	4	0	0	6249	10
56924	1785522943-KTP2	344	2	23	26	7	0	0	3954	2
56925	1785522943-KTP2	345	2	14	26	10	0	0	2194	6
56929	1785522943-KTP2	292	0	52	48	14	2	0	8371	11
56930	1785522943-KTP2	299	0	46	37	3	1	0	6824	5
56931	1785522943-KTP2	300	0	60	50	8	1	0	9174	8
56932	1785522943-KTP2	301	0	45	61	6	2	0	7064	12
56933	1785522943-KTP2	307	0	45	65	12	1	0	7644	14
56934	1785522943-KTP2	314	0	47	34	9	0	0	8064	16
56935	1785522943-KTP2	320	0	57	45	5	1	0	7959	8
56936	1785522943-KTP2	322	0	49	49	6	0	0	8481	12
56937	1785522943-KTP2	337	0	57	54	4	1	0	8420	13
56938	1785522943-KTP2	338	0	73	49	5	0	0	11376	17
56939	1785522943-KTP2	344	0	40	56	8	0	0	6419	7
56940	1785522943-KTP2	345	0	32	55	18	0	0	4968	10
56944	1785526974-KTP1	290	1	19	13	2	1	0	2989	12
56945	1785526974-KTP1	292	1	9	17	3	1	0	1444	7
56946	1785526974-KTP1	293	1	10	13	2	0	0	1974	8
56947	1785526974-KTP1	300	1	12	11	2	1	0	2697	15
56948	1785526974-KTP1	301	1	36	16	1	0	0	4942	14
56949	1785526974-KTP1	312	1	18	12	2	0	0	3106	7
56950	1785526974-KTP1	315	1	20	20	3	0	0	2889	9
56951	1785526974-KTP1	320	1	20	10	0	0	0	2672	10
56952	1785526974-KTP1	322	1	6	17	0	2	0	959	4
56953	1785526974-KTP1	329	1	4	20	0	1	0	913	4
56954	1785526974-KTP1	333	1	19	18	4	0	0	3142	14
56955	1785526974-KTP1	345	1	13	19	7	1	0	2152	9
56959	1785526974-KTP1	290	2	20	18	8	0	0	2999	6
56960	1785526974-KTP1	292	2	20	15	5	0	0	3204	10
56961	1785526974-KTP1	293	2	16	14	0	0	0	2178	5
56962	1785526974-KTP1	300	2	21	14	4	0	0	3363	9
56963	1785526974-KTP1	301	2	24	22	5	1	0	5045	7
56964	1785526974-KTP1	312	2	16	11	0	0	0	2145	2
56965	1785526974-KTP1	315	2	29	18	0	0	0	3583	6
56966	1785526974-KTP1	320	2	13	15	0	0	0	1926	6
56967	1785526974-KTP1	322	2	11	17	1	1	0	1792	15
56968	1785526974-KTP1	329	2	7	18	0	3	0	1734	4
56969	1785526974-KTP1	333	2	13	22	5	1	0	2360	5
56970	1785526974-KTP1	345	2	12	18	2	0	0	1995	7
56974	1785526974-KTP1	290	0	39	31	10	1	0	5988	18
56975	1785526974-KTP1	292	0	29	32	8	1	0	4648	17
56976	1785526974-KTP1	293	0	26	27	2	0	0	4152	13
